"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"1328","Rue des Cadeniers","NANTES","Cadeniers","PUBLIQUE","NANTES Rue de l'Héronnière","NANTES Rue Voltaire","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"7236","Rue René Guy Cadou","NANTES","Cadou","PUBLIQUE","NANTES Rue des Renards","NANTES Rue Stendhal","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"1934","Allée Claude Cahun","NANTES","Cahun","PRIVEE","NANTES Rue Etienne Coutan","NANTES Rue Romain Rolland","bacs bleus et bacs jaunes","pluriel","le numéro 1","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"1934","Allée Claude Cahun","NANTES","Cahun","PRIVEE","NANTES Rue Etienne Coutan","NANTES Rue Romain Rolland","TRI'SAC","pluriel","tous les numéros sauf le numéro 1","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"1336","Avenue Caillé","NANTES","Caillé","PRIVEE","NANTES Rue Général Buat","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"0848","Avenue Marie Biton Caillé","NANTES","Caillé","PRIVEE","NANTES Rue de Coulmiers","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1692","Rue Charles Caillé","NANTES","Caillé","PUBLIQUE","NANTES Boulevard des Tribunes","NANTES Avenue de la Pepinière","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4568","Rue Joseph Caillé","NANTES","Caillé","PUBLIQUE","NANTES Place Viarme","NANTES Place Edouard Normand","extension tri'sac 2013","unique","","mardi et vendredi","","","Hauts Pavés - Saint Félix",""
"1342","Rue de la Caillette","NANTES","Caillette","PUBLIQUE","NANTES Rue Maisdon Pajot","NANTES Boulevard de la Fraternité","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3344","Rue Frédéric Cailliaud","NANTES","Cailliaud","PUBLIQUE","NANTES Boulevard de Stalingrad","NANTES Rue Gambetta","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1344","Impasse Calcaud","NANTES","Calcaud","PRIVEE","NANTES Rue Félix Lemoine","Impasse","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Nantes Erdre",""
"1348","Rue de la Cale Crucy","NANTES","Cale","PUBLIQUE","NANTES Rue Bougainville","","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"4304","Rue Jacques Callot","NANTES","Callot","PUBLIQUE","NANTES Place des Dervallières","","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"0074","Rue Albert Calmette","NANTES","Calmette","PUBLIQUE","NANTES Boulevard Lelasseur","NANTES Rue de la Gaudinière","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"1352","Rue du Calvaire","NANTES","Calvaire","PUBLIQUE","NANTES Place du Bon Pasteur","NANTES Place Delorme","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1369","Impasse Calvin","NANTES","Calvin","PRIVEE","NANTES Rue de l'Ouche Buron","Impasse","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"1364","Rue de la Calvinière","NANTES","Calvinière","PUBLIQUE","NANTES Boulevard des Batignolles","","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"1367","Avenue de la Calypso","NANTES","Calypso","PRIVEE","NANTES Rue Marcel Hatet","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1371","Passage Cambrai","NANTES","Cambrai","PRIVEE","NANTES Passage Robin","","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1372","Cours Cambronne","NANTES","Cambronne","Inconnu","NANTES Rue Piron","NANTES Rue des Cadeniers","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"1374","Rue des Camélias","NANTES","Camélias","PUBLIQUE","NANTES Rue des Albizzias","NANTES Rue des Catalpas","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1387","Avenue des Campanules","NANTES","Campanules","PRIVEE","NANTES Route de Sainte Luce","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1388","Avenue Camus","NANTES","Camus","PUBLIQUE","NANTES Rue Mondésir","NANTES Rue des Dervallières","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Hauts Pavés - Saint Félix",""
"0069","Place Albert Camus","NANTES","Camus","Inconnu","NANTES Boulevard de la Prairie au Duc","","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"1390","Rue des Canaris","NANTES","Canaris","PUBLIQUE","NANTES Rue de la Pature","NANTES Boulevard Auguste Péneau","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"1392","Place Canclaux","NANTES","Canclaux","PUBLIQUE","NANTES Rue de Gigant","NANTES Boulevard Paul Langevin","zone_transition","pluriel","des numéros 1 à 2B et 8 à 14 (pairs et impairs","mardi et vendredi","merc_sem_paires","","Dervallières - Zola",""
"1392","Place Canclaux","NANTES","Canclaux","PUBLIQUE","NANTES Rue de Gigant","NANTES Boulevard Paul Langevin","bacs bleus et bacs jaunes","pluriel","des numéros 4 à 7","mardi","mercredi","","Dervallières - Zola",""
"1393","Rue de la Candiserie","NANTES","Candiserie","PUBLIQUE","NANTES Boulevard de la Prairie au Duc","","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"1395","Avenue des Canotières","NANTES","Canotières","PRIVEE","NANTES Quai de la Jonelière","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"1396","Rue des Cap-Horniers","NANTES","Cap-Horniers","PUBLIQUE","NANTES Quai de la Fosse","NANTES Rue de l'Héronnière","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1417","Impasse Carassin","NANTES","Carassin","Inconnu","NANTES Impasse de l'Oranda","Impasse","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"1424","Rue de Carcouet","NANTES","Carcouet","PUBLIQUE","NANTES Rue Charles Monselet","NANTES Boulevard Luc Olivier Merson","zone_transition","unique","","lundi et jeudi","merc_sem_impaires","","Hauts Pavés - Saint Félix",""
"1450","Boulevard de Cardiff","NANTES","Cardiff","PUBLIQUE","NANTES Rue Marcel Sembat","","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"1433","Avenue des Cardinaux","NANTES","Cardinaux","PRIVEE","NANTES Avenue du Ponant","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Doulon - Bottière",""
"1432","Rue Cardine","NANTES","Cardine","PUBLIQUE","NANTES Quai de la Fosse","NANTES Rue Bâtonnier Guinaudeau","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"1436","Rue des Carmélites","NANTES","Carmélites","PUBLIQUE","NANTES Rue de Strasbourg","NANTES Rue Saint Pierre","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1440","Rue des Carmes","NANTES","Carmes","PUBLIQUE","NANTES Place du Change","NANTES Rue des Trois Croissants","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4422","Impasse Jean Carmet","NANTES","Carmet","PRIVEE","NANTES Rue des Pavillons","Impasse","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"1444","Chemin Carnaud","NANTES","Carnaud","PRIVEE","NANTES Rue Général de Torquat","NANTES Rue Timothée","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"1445","Rue des Carnavaliers","NANTES","Carnavaliers","PUBLIQUE","NANTES Route de Sainte Luce","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1448","Avenue Carnot","NANTES","Carnot","PUBLIQUE","NANTES Quai de Malakoff","NANTES Rue de Jemmapes","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5425","Rue Martine Carol","NANTES","Carol","PRIVEE","NANTES Rue du Landreau","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"1452","Route de Carquefou","NANTES","Carquefou","PUBLIQUE","NANTES Boulevard de la Beaujoire","NANTES Rue du Morbihan","TRI'SAC","pluriel","le numéro 2","mardi et vendredi","","","Nantes Erdre",""
"1452","Route de Carquefou","NANTES","Carquefou","PUBLIQUE","NANTES Boulevard de la Beaujoire","NANTES Rue du Morbihan","bacs bleus et bacs jaunes","pluriel","tous les numéros impairs, numéros paris du 4 au 124 (après = Carquefou)","mardi","mercredi","","Nantes Erdre",""
"1470","Ruelle Carrois","NANTES","Carrois","PRIVEE","NANTES Rue du Coudray","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1472","Passage du Carrousel","NANTES","Carrousel","Inconnu","NANTES Rue Emile Péhant","NANTES Rue Crucy","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1476","Rue de la Carterie","NANTES","Carterie","PUBLIQUE","NANTES Rue Paul Bellamy","NANTES Rue de Châteaulin","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1480","Ruelle de la Carterie","NANTES","Carterie","PRIVEE","NANTES Rue de la Carterie","","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4303","Rue Jacques Cartier","NANTES","Cartier","PUBLIQUE","NANTES Route de la Chapelle Sur Erdre","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"1482","Avenue des Cascades","NANTES","Cascades","PRIVEE","NANTES Rue de la Noë Garreau","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"1488","Allée Cassard","NANTES","Cassard","PUBLIQUE","NANTES Allée Brancas","NANTES Rue d'Orléans","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4924","Rue Léopold Cassegrain","NANTES","Cassegrain","PUBLIQUE","NANTES Place de Bretagne","NANTES Place Saint Similien","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"7226","Boulevard René Cassin","NANTES","Cassin","PUBLIQUE","NANTES Boulevard Albert Einstein","ORVAULT Route de Rennes","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"1492","Rue Cassini","NANTES","Cassini","PUBLIQUE","NANTES Rue Racine","NANTES Boulevard Gabriel Guist'Hau","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"3305","Place François Dollier de Casson","NANTES","Casson","PUBLIQUE","","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"1496","Avenue Castellano","NANTES","Castellano","PRIVEE","NANTES Avenue d'Armor","NANTES Rue Chanoine Poupard","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"3560","Rue Général De Castelnau","NANTES","Castelnau","PUBLIQUE","NANTES Rue Général Le Flo","NANTES Rue Francis de Pressensé","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"1500","Rue du Casterneau","NANTES","Casterneau","PUBLIQUE","NANTES Boulevard des Poilus","NANTES Rue des Chalâtres","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"1504","Rue des Castors","NANTES","Castors","PUBLIQUE","NANTES Rue de la Persévérance","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"1502","Rue des Catalpas","NANTES","Catalpas","PUBLIQUE","NANTES Rue Antoine Noisette","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"7576","Rue Sainte Catherine","NANTES","Catherine","PUBLIQUE","NANTES Allée Cassard","NANTES Rue du Couédic","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1506","Cour Cathuis","NANTES","Cathuis","PRIVEE","NANTES Rue du Poitou","","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1508","Place Catinat","NANTES","Catinat","PUBLIQUE","","","extension tri'sac 2013","unique","","mardi et vendredi","","","Dervallières - Zola",""
"1512","Rue Catinat","NANTES","Catinat","PUBLIQUE","NANTES Place Beaumanoir","NANTES Place Catinat","extension tri'sac 2013","unique","","mardi et vendredi","","","Dervallières - Zola",""
"0461","Avenue Augustin-Louis Cauchy","NANTES","Cauchy","PRIVEE","NANTES Rue Alfred Kastler","NANTES Route de Gachet","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"1514","Avenue des Causses","NANTES","Causses","PRIVEE","NANTES Avenue de la Cressonnière","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"1516","Rue des Cèdres","NANTES","Cèdres","Inconnu","NANTES Rue des Roches","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"1521","Quai Ceineray","NANTES","Ceineray","PUBLIQUE","NANTES Rue Sully","NANTES Place du Port Communeau","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre-Ville",""
"1530","Chemin du Cellier","NANTES","Cellier","PUBLIQUE","NANTES Rue du Port des Charrettes","NANTES Rue du Fort","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0847","Rue Blaise Cendrars","NANTES","Cendrars","PUBLIQUE","NANTES Rue de Pessac","ST-HERBLAIN Boulevard Winston Churchill","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"1532","Rue du Cens","NANTES","Cens","PUBLIQUE","NANTES Rue de Prétoria","NANTES Rue du Transvaal","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"1533","Ruelle des Cent Pas","NANTES","Cent","PUBLIQUE","NANTES Place Henry Rey","NANTES Rue du Bêle","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"1536","Rue Centrale","NANTES","Centrale","PUBLIQUE","NANTES Petite Rue Commandant Noury","NANTES Rue Bernard","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"1537","Avenue du Cépage","NANTES","Cépage","PRIVEE","NANTES Rue des Moissons","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"5312","Avenue Marcel Cerdan","NANTES","Cerdan","PRIVEE","NANTES Rue du Coudray","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1548","Allée des Cerisiers","NANTES","Cerisiers","PRIVEE","NANTES Rue de la Ville en Pierre","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"1549","Avenue Cervantès","NANTES","Cervantès","PRIVEE","NANTES Chemin de l'Herbergement","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"6206","Avenue Paul Cézanne","NANTES","Cézanne","PRIVEE","NANTES Rue Jean Louis de Girodet","NANTES Rue Antoine Jean Gros","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"6208","Boulevard Paul Chabas","NANTES","Chabas","PUBLIQUE","","NANTES Place Vincent Auriol","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"0236","Rue Amiral Du Chaffault","NANTES","Chaffault","PUBLIQUE","NANTES Rue Mellier","NANTES Rue Gutenberg","TRI'SAC","pluriel","à partir des numeros 57 et 62","lundi et jeudi","","","pluriel","Bellevue - Chantenay - Ste Anne"
"0236","Rue Amiral Du Chaffault","NANTES","Chaffault","PUBLIQUE","NANTES Rue Mellier","NANTES Rue Gutenberg","bacs bleus et bacs jaunes","pluriel","jusqu'aux numeros 51 et 56","mardi","mercredi","","pluriel","Dervallières - Zola"
"0236","Rue Amiral Du Chaffault","NANTES","Chaffault","PUBLIQUE","NANTES Rue Mellier","NANTES Rue Gutenberg","zone_transition","pluriel","le numero 55","mardi et vendredi","merc_sem_paires","","pluriel","Dervallières - Zola"
"3123","Rue Fernand Pineau Chaillou","NANTES","Chaillou","PUBLIQUE","NANTES Rue de la Gaudinière","NANTES Boulevard de Longchamp","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"0495","Cour aux Chais","NANTES","Chais","PRIVEE","NANTES Rue Meuris","","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"1556","Avenue des Chalâtres","NANTES","Chalâtres","PRIVEE","NANTES Rue des Chalâtres","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1560","Rue des Chalâtres","NANTES","Chalâtres","PUBLIQUE","NANTES Place du 11ème Train des Equipage","NANTES Rue Général Buat","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1564","Avenue du Chalet","NANTES","Chalet","PRIVEE","NANTES Rue du Coudray","NANTES Rue Coquebert de Neuville","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1567","Avenue de la Chamade","NANTES","Chamade","PRIVEE","NANTES Chemin du Linot","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"1568","Rue de Chambellan","NANTES","Chambellan","PUBLIQUE","NANTES Rue de la Papotière","NANTES Rue Jean Jacques Audubon","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"1572","Rue des Chambelles","NANTES","Chambelles","PUBLIQUE","NANTES Boulevard des Poilus","NANTES Rue des Chalâtres","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"4308","Rue Jacques Chambon","NANTES","Chambon","PUBLIQUE","NANTES Rue Maurice Daniel","NANTES Rue de la Prairie d'Aval","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"1574","Avenue des Chamois","NANTES","Chamois","PRIVEE","NANTES Avenue des Antilopes","NANTES Avenue des Antilopes","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"1584","Rue Champenois","NANTES","Champenois","PUBLIQUE","NANTES Rue de la Ville en Pierre","NANTES Rue Dominique Chateigner","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"7809","Rue Samuel De Champlain","NANTES","Champlain","PUBLIQUE","NANTES Route de la Chapelle Sur Erdre","NANTES Rue Eugène Thomas","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4443","Rue Jean François Champollion","NANTES","Champollion","PUBLIQUE","NANTES Rue Félix Ménétrier","NANTES Rue de Valenciennes","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Doulon - Bottière",""
"1596","Place du Change","NANTES","Change","PUBLIQUE","","","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1619","Impasse Chanteclerc","NANTES","Chanteclerc","PRIVEE","NANTES Rue Chanteclerc","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"6426","Petite Avenue Chanteclerc","NANTES","Chanteclerc","PRIVEE","NANTES Rue Chanteclerc","NANTES Rue Fernand Pineau Chaillou","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"1620","Rue Chanteclerc","NANTES","Chanteclerc","PUBLIQUE","NANTES Rue de la Gaudinière","NANTES Boulevard de Longchamp","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"1624","Boulevard de Chantenay","NANTES","Chantenay","PUBLIQUE","NANTES Rue de la Cale Crucy","NANTES Rue Réaumur","TRI'SAC","pluriel","des numéros 2 à 22","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
